Genus,Species,TreeDiameter,Region
Rutaceae,Chloroxylon swietenia,0.77,Africa (tropical)
Rutaceae,Chloroxylon swietenia,0.83,Africa (tropical)
Rutaceae,Chloroxylon swietenia,0.85,Africa (tropical)
Anacardiaceae,Choerospondias axillaris,0.49,China
Anacardiaceae,Choerospondias axillaris,0.511,China
Anacardiaceae,Choerospondias axillaris,0.469,China
Anacardiaceae,Choerospondias axillaris,0.478,China
Rubiaceae,Chomelia paniculata,0.62,South America (tropical)
Rubiaceae,Chomelia spinosa,0.53,Central America (tropical)
Rubiaceae,Chomelia venezuelensis,0.52,South America (tropical)
Myrtaceae,Choricarpia subargentea,0.825,Australia/PNG (tropical)
Myrtaceae,Choricarpia subargentea,0.827,Australia/PNG (tropical)
Myrtaceae,Choricarpia subargentea,0.827,Australia/PNG (tropical)
Malvaceae,Chorisia integrifolia,0.27,South America (tropical)
Malvaceae,Chorisia integrifolia,0.28,South America (tropical)
Malvaceae,Chorisia integrifolia,0.3,South America (tropical)
Malvaceae,Chorisia speciosa,0.224,South America (extratropical)
Malvaceae,Chorisia speciosa,0.3,South America (tropical)
Malvaceae,Chorisia speciosa,0.361,Africa (tropical)
Sapotaceae,Chromolucuma rubriflora,0.73,South America (tropical)
Chrysobalanaceae,Chrysobalanus icaco,0.79,South America (extratropical)
Chrysobalanaceae,Chrysobalanus icaco,0.8,Central America (tropical)
Chrysobalanaceae,Chrysobalanus icaco,0.67,South America (tropical)
Chrysobalanaceae,Chrysobalanus indet,0.843,Africa (tropical)
Clusiaceae,Chrysochlamys weberbaueri,0.43,South America (tropical)
Sapotaceae,Chrysophyllum africanum,0.646,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.63,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.482,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.492,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.658,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.669,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.662,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.63,Africa (tropical)
Sapotaceae,Chrysophyllum africanum,0.62,Africa (tropical)
Sapotaceae,Chrysophyllum albidum,0.6,Africa (tropical)
Sapotaceae,Chrysophyllum albidum,0.588,Africa (tropical)
Sapotaceae,Chrysophyllum albidum,0.619,Africa (tropical)
Sapotaceae,Chrysophyllum amazonicum,0.826,South America (tropical)
Sapotaceae,Chrysophyllum antilogum,0.697,Australia/PNG (tropical)
Sapotaceae,Chrysophyllum argenteum,0.749,South America (tropical)
Sapotaceae,Chrysophyllum argenteum,0.818,South America (tropical)
Sapotaceae,Chrysophyllum boivinianum,0.56,Madagascar
Sapotaceae,Chrysophyllum boivinianum,0.54,Madagascar
Sapotaceae,Chrysophyllum boivinianum,0.568,Madagascar
Sapotaceae,Chrysophyllum boivinianum,0.551,Africa (tropical)
Sapotaceae,Chrysophyllum cainito,0.74,Central America (tropical)
Sapotaceae,Chrysophyllum cainito,0.57,South America (tropical)
Sapotaceae,Chrysophyllum cuneifolium,0.938,South America (tropical)
Sapotaceae,Chrysophyllum cuneifolium,0.92,South America (tropical)
Sapotaceae,Chrysophyllum giganteum,0.471,Africa (tropical)
Sapotaceae,Chrysophyllum giganteum,0.491,Africa (tropical)
Sapotaceae,Chrysophyllum giganteum,0.493,Africa (tropical)
Sapotaceae,Chrysophyllum giganteum,0.478,Africa (tropical)
Sapotaceae,Chrysophyllum gonocarpum,0.7,South America (extratropical)
Sapotaceae,Chrysophyllum gonocarpum,0.645,South America (extratropical)
Sapotaceae,Chrysophyllum gorungosanum,0.538,Africa (extratropical)
Sapotaceae,Chrysophyllum indet,0.75,South America (tropical)
Sapotaceae,Chrysophyllum indet,0.771,Australia/PNG (tropical)
Sapotaceae,Chrysophyllum indet,0.588,Africa (tropical)
Sapotaceae,Chrysophyllum lacourtianum,0.6,Africa (tropical)
Sapotaceae,Chrysophyllum lacourtianum,0.646,Africa (tropical)
Sapotaceae,Chrysophyllum lacourtianum,0.663,Africa (tropical)
Sapotaceae,Chrysophyllum lacourtianum,0.613,Africa (tropical)
Sapotaceae,Chrysophyllum lacourtianum,0.629,Africa (tropical)
Sapotaceae,Chrysophyllum lacourtianum,0.632,Africa (tropical)
Sapotaceae,Chrysophyllum lanceolatum,0.56,South+AC0-East Asia (tropical)
Sapotaceae,Chrysophyllum lanceolatum,0.57,South+AC0-East Asia (tropical)
Sapotaceae,Chrysophyllum lanceolatum,0.42,South+AC0-East Asia (tropical)
Sapotaceae,Chrysophyllum lanceolatum,0.387,Australia/PNG (tropical)
Sapotaceae,Chrysophyllum lanceolatum,0.678,Africa (tropical)
Sapotaceae,Chrysophyllum lucentifolium,0.787,South America (tropical)
Sapotaceae,Chrysophyllum madagascariensis,0.556,Madagascar
Sapotaceae,Chrysophyllum madagascariensis,0.551,Madagascar
Sapotaceae,Chrysophyllum marginatum,0.78,South America (extratropical)
Sapotaceae,Chrysophyllum marginatum,0.645,South America (extratropical)
Sapotaceae,Chrysophyllum marginatum,0.688,South America (extratropical)
Sapotaceae,Chrysophyllum oliviforme,0.9,Central America (tropical)
Sapotaceae,Chrysophyllum perpulchrum,0.68,Africa (tropical)
Sapotaceae,Chrysophyllum perpulchrum,0.749,Africa (tropical)
Sapotaceae,Chrysophyllum perpulchrum,0.705,Africa (tropical)
Sapotaceae,Chrysophyllum perpulchrum,0.691,Africa (tropical)
Sapotaceae,Chrysophyllum perpulchrum,0.731,Africa (tropical)
Sapotaceae,Chrysophyllum pomiferum,0.818,South America (tropical)
Sapotaceae,Chrysophyllum pomiferum,0.73,South America (tropical)
Sapotaceae,Chrysophyllum pomiferum,0.75,South America (tropical)
Sapotaceae,Chrysophyllum prieurii,0.85,South America (tropical)
Sapotaceae,Chrysophyllum prieurii,0.97,South America (tropical)
Sapotaceae,Chrysophyllum prieurii,0.577,South America (tropical)
Sapotaceae,Chrysophyllum prieurii,0.99,South America (tropical)
Sapotaceae,Chrysophyllum prieurii,0.92,South America (tropical)
Sapotaceae,Chrysophyllum rigescens,0.387,Australia/PNG (tropical)
Sapotaceae,Chrysophyllum roxburghii,0.67,South+AC0-East Asia (tropical)
Sapotaceae,Chrysophyllum roxburghii,0.387,Australia/PNG (tropical)
Sapotaceae,Chrysophyllum sanguinolentum,0.61,South America (tropical)
Sapotaceae,Chrysophyllum sanguinolentum,0.758,South America (tropical)
Sapotaceae,Chrysophyllum sanguinolentum,0.64,South America (tropical)
Sapotaceae,Chrysophyllum sanguinolentum,0.65,South America (tropical)
Sapotaceae,Chrysophyllum sanguinolentum,0.699,South America (tropical)
Sapotaceae,Chrysophyllum subnudum,0.59,Africa (tropical)
Sapotaceae,Chrysophyllum subnudum,0.646,Africa (tropical)
Sapotaceae,Chrysophyllum subnudum,0.624,Africa (tropical)
Sapotaceae,Chrysophyllum subnudum,0.661,Africa (tropical)
Sapotaceae,Chrysophyllum subnudum,0.687,Africa (tropical)
Sapotaceae,Chrysophyllum subnudum,0.635,Africa (tropical)
Sapotaceae,Chrysophyllum ucuquirana+AC0-branca,0.733,South America (tropical)
Sapotaceae,Chrysophyllum viridifolium,0.508,Africa (extratropical)
Meliaceae,Chukrasia tabularis,0.51,China
Meliaceae,Chukrasia tabularis,0.534,China
Meliaceae,Chukrasia tabularis,0.536,China
Meliaceae,Chukrasia tabularis,0.57,China
Meliaceae,Chukrasia tabularis,0.591,South+AC0-East Asia (tropical)
Lecythidaceae,Chydenanthus excelsus,0.53,South+AC0-East Asia (tropical)
Rubiaceae,Cinchona pubescens,0.54,South America (tropical)
Lauraceae,Cinnamomum aromaticum,0.537,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum austro+AC0-sinensis,0.436,China
Lauraceae,Cinnamomum austro+AC0-sinensis,0.44,China
Lauraceae,Cinnamomum baileyanum,0.482,Australia/PNG (tropical)
Lauraceae,Cinnamomum baileyanum,0.482,Australia/PNG (tropical)
Lauraceae,Cinnamomum burmannii,0.52,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum burmannii,0.46,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum camphora,0.461,China
Lauraceae,Cinnamomum camphora,0.499,China
Lauraceae,Cinnamomum camphora,0.62,India
Lauraceae,Cinnamomum camphora,0.437,China
Lauraceae,Cinnamomum camphora,0.42,Africa (tropical)
Lauraceae,Cinnamomum cecidodaphne,0.448,India
Lauraceae,Cinnamomum cinereum,0.62,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum coriaceum,0.46,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum culilawan,0.327,Australia/PNG (tropical)
Lauraceae,Cinnamomum glanduliferum,0.5,China
Lauraceae,Cinnamomum grandiflorum,0.31,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum iners,0.46,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum iners,0.43,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum iners,0.54,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum iners,0.565,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum inunctum,0.58,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum inunctum,0.558,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum javanicum,0.42,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum javanicum,0.47,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum koordersi,0.3,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum kunstleri,0.5,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum laubatii,0.413,Australia/PNG (tropical)
Lauraceae,Cinnamomum laubatii,0.413,Australia/PNG (tropical)
Lauraceae,Cinnamomum laubatii,0.405,Australia
Lauraceae,Cinnamomum laubatii,0.407,Australia/PNG (tropical)
Lauraceae,Cinnamomum mercadoi,0.43,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum mollissimum,0.58,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum obtusifolium,0.48,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum oliveri,0.474,Australia
Lauraceae,Cinnamomum oliveri,0.482,Australia/PNG (tropical)
Lauraceae,Cinnamomum parthenoxylon,0.58,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum porphyrium,0.482,South America (extratropical)
Lauraceae,Cinnamomum porphyrium,0.516,South America (extratropical)
Lauraceae,Cinnamomum porphyrium,0.47,South America (tropical)
Lauraceae,Cinnamomum porrectum,0.435,China
Lauraceae,Cinnamomum porrectum,0.411,China
Lauraceae,Cinnamomum porrectum,0.496,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum rhynchophyllum,0.42,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum rhynchophyllum,0.49,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum ridleyi,0.44,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum scortechinii,0.41,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum sintok,0.38,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum stereophyllum,0.56,South America (extratropical)
Lauraceae,Cinnamomum subavenium,0.5,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum tamala,0.64,India
Lauraceae,Cinnamomum tamala,0.51,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum tavoyanum,0.491,India
Lauraceae,Cinnamomum tsangii,0.486,China
Lauraceae,Cinnamomum tsangii,0.447,China
Lauraceae,Cinnamomum velutinum,0.44,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum verum,0.498,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum virens,0.487,Australia/PNG (tropical)
Lauraceae,Cinnamomum virens,0.482,Australia/PNG (tropical)
Lauraceae,Cinnamomum xanthoneurum,0.29,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum zeylanicum,0.48,South+AC0-East Asia (tropical)
Lauraceae,Cinnamomum zeylanicum,0.43,South+AC0-East Asia (tropical)
Meliaceae,Cipadessa fruticosa,0.65,South+AC0-East Asia
Verbenaceae,Citharexylum affine,0.71,Mexico
Verbenaceae,Citharexylum affine,0.65,Mexico
Verbenaceae,Citharexylum fruticosum,0.7,South America (tropical)
Verbenaceae,Citharexylum fruticosum,0.87,South America (tropical)
Verbenaceae,Citharexylum macrophyllum,0.534,South America (tropical)
Verbenaceae,Citharexylum macrophyllum,0.47,South America (tropical)
Verbenaceae,Citharexylum spinosum,0.7,Central America (tropical)
Cardiopteridaceae,Citronella apogon,0.494,South America (extratropical)
Cardiopteridaceae,Citronella brassii,0.72,South+AC0-East Asia (tropical)
Cardiopteridaceae,Citronella moorei,0.581,Australia/PNG (tropical)
Cardiopteridaceae,Citronella moorei,0.585,Australia
Cardiopteridaceae,Citronella moorei,0.581,Australia/PNG (tropical)
Cardiopteridaceae,Citronella moorei,0.581,Australia/PNG (tropical)
Cardiopteridaceae,Citronella smythii,0.57,Australia/PNG (tropical)
Cardiopteridaceae,Citronella smythii,0.598,Australia/PNG (tropical)
Cardiopteridaceae,Citronella smythii,0.581,Australia/PNG (tropical)
Cardiopteridaceae,Citronella smythii,0.598,Australia/PNG (tropical)
Cardiopteridaceae,Citronella smythii,0.581,Australia/PNG (tropical)
Rutaceae,Citropsis daweana,0.827,Africa (extratropical)
Rutaceae,Citrus medica,0.7,South+AC0-East Asia
Rutaceae,Citrus sinensis,0.78,India
Euphorbiaceae,Claoxylon longifolium,0.35,South+AC0-East Asia (tropical)
Euphorbiaceae,Claoxylon polot,0.36,South+AC0-East Asia (tropical)
Moraceae,Clarisia biflora,0.52,Mexico
Moraceae,Clarisia biflora,0.475,South America (tropical)
Moraceae,Clarisia racemosa,0.55,South America (tropical)
Moraceae,Clarisia racemosa,0.59,South America (tropical)
Moraceae,Clarisia racemosa,0.725,South America (tropical)
Moraceae,Clarisia racemosa,0.495,South America (tropical)
Moraceae,Clarisia racemosa,0.59,South America (tropical)
Moraceae,Clarisia racemosa,0.46,South America (tropical)
Moraceae,Clarisia racemosa,0.53,South America (tropical)
Moraceae,Clarisia racemosa,0.637,South America (tropical)
Moraceae,Clarisia racemosa,0.42,South America (tropical)
Moraceae,Clarisia racemosa,0.56,South America (tropical)
Moraceae,Clarisia racemosa,0.9,South America (tropical)
Moraceae,Clarisia racemosa,0.61,South America (tropical)
Moraceae,Clarisia racemosa,0.47,South America (tropical)
Moraceae,Clarisia racemosa,0.62,South America (tropical)
Moraceae,Clarisia racemosa,0.51,South America (tropical)
Moraceae,Clarisia racemosa,0.637,South America (tropical)
Moraceae,Clarisia racemosa,0.59,South America (tropical)
Moraceae,Clarisia racemosa,0.58,South America (tropical)
Moraceae,Clarisia racemosa,0.6,South America (tropical)
Moraceae,Clarisia racemosa,0.59,South America (tropical)
Moraceae,Clarisia racemosa,0.63,South America (tropical)
Fabaceae,Clathrotropis brachypetala,0.947,South America (tropical)
Fabaceae,Clathrotropis brachypetala,0.67,South America (tropical)
Fabaceae,Clathrotropis brunnea,0.82,South America (tropical)
Fabaceae,Clathrotropis brunnea,0.71,South America (tropical)
Fabaceae,Clathrotropis indet,0.88,South America (tropical)
Fabaceae,Clathrotropis macrocarpa,0.71,South America (tropical)
Rutaceae,Clausena anisata,0.482,Africa (extratropical)
Euphorbiaceae,Cleidion javanicum,0.45,South+AC0-East Asia (tropical)
Euphorbiaceae,Cleidion prealtum,0.39,South America (tropical)
Euphorbiaceae,Cleidion spiciflorum,0.71,South+AC0-East Asia (tropical)
Phyllanthaceae,Cleistanthus mildbraedii,0.921,Africa (tropical)
Phyllanthaceae,Cleistanthus myrianthus,0.58,South+AC0-East Asia (tropical)
Phyllanthaceae,Cleistanthus myrianthus,0.49,South+AC0-East Asia (tropical)
Phyllanthaceae,Cleistanthus schlechteri,0.633,Africa (extratropical)
Phyllanthaceae,Cleistanthus subglaucus,0.53,South+AC0-East Asia (tropical)
Phyllanthaceae,Cleistanthus sumatranus,0.58,South+AC0-East Asia (tropical)
Phyllanthaceae,Cleistanthus sumatranus,0.7,South+AC0-East Asia (tropical)
Myrtaceae,Cleistocalyx conspersipunctatus,0.43,South+AC0-East Asia (tropical)
Myrtaceae,Cleistocalyx ellipticus,0.76,Oceania
Myrtaceae,Cleistocalyx eugenioides,0.76,Oceania
Myrtaceae,Cleistocalyx gustavioides,0.594,Australia/PNG (tropical)
Myrtaceae,Cleistocalyx longiflorus,0.76,Oceania
Annonaceae,Cleistopholis glauca,0.264,Africa (tropical)
Annonaceae,Cleistopholis glauca,0.303,Africa (tropical)
Annonaceae,Cleistopholis glauca,0.304,Africa (tropical)
Annonaceae,Cleistopholis glauca,0.325,Africa (tropical)
Annonaceae,Cleistopholis glauca,0.35,Africa (tropical)
Annonaceae,Cleistopholis patens,0.35,Africa (tropical)
Annonaceae,Cleistopholis patens,0.373,Africa (tropical)
Annonaceae,Cleistopholis patens,0.258,Africa (tropical)
Annonaceae,Cleistopholis patens,0.361,Africa (tropical)
Lamiaceae,Clerodendrum disparifolium,0.54,South+AC0-East Asia (tropical)
Lamiaceae,Clerodendrum glabrum,0.607,Africa (extratropical)
Clethraceae,Clethra lanata,0.55,South+AC0-East Asia
Clethraceae,Clethra mexicana,0.55,South America (tropical)
Clethraceae,Clethra ovalifolia,0.49,South America (tropical)
Clethraceae,Clethra scabra,0.53,South America (extratropical)
Clethraceae,Clethra scabra,0.442,South America (extratropical)
Clethraceae,Clethra sumatrana,0.62,South+AC0-East Asia (tropical)
Theaceae,Cleyera japonica,0.536,China
Theaceae,Cleyera japonica,0.558,China
Theaceae,Cleyera theaeoides,0.63,Central America (tropical)
Clusiaceae,Clusia alata,0.56,South America (tropical)
Clusiaceae,Clusia cambessedii,0.56,South America (tropical)
Clusiaceae,Clusia fockeana,0.65,South America (tropical)
Clusiaceae,Clusia gundlachii,0.9,Central America (tropical)
Clusiaceae,Clusia insignis,0.56,South America (tropical)
Clusiaceae,Clusia krugiana,0.9,Central America (tropical)
Clusiaceae,Clusia rosea,0.67,South America (tropical)
Clusiaceae,Clusia rosea,0.54,Central America (tropical)
Sapindaceae,Cnesmocarpon dasyantha,0.758,Australia/PNG (tropical)
Euphorbiaceae,Cnidoscolus multilobus,0.29,Mexico
Euphorbiaceae,Cnidoscolus phyllacanthus,0.55,South America (extratropical)
Euphorbiaceae,Cnidoscolus pubescens,0.44,South America (extratropical)
Polygonaceae,Coccoloba acuminata,0.58,South America (tropical)
Polygonaceae,Coccoloba barbadensis,0.71,Mexico
Polygonaceae,Coccoloba barbadensis,0.7,Mexico
Polygonaceae,Coccoloba caracasana,0.43,Central America (tropical)
Polygonaceae,Coccoloba densifrons,0.58,South America (tropical)
Polygonaceae,Coccoloba diversifolia,0.8,Central America (tropical)
Polygonaceae,Coccoloba latifolia,0.58,South America (tropical)
Polygonaceae,Coccoloba lehmannii,0.58,South America (tropical)
Polygonaceae,Coccoloba liebmannii,0.8,Mexico
Polygonaceae,Coccoloba mollis,0.83,South America (extratropical)
Polygonaceae,Coccoloba mollis,0.52,South America (tropical)
Polygonaceae,Coccoloba padiformis,0.8,Central America (tropical)
Polygonaceae,Coccoloba pubescens,1,Central America (tropical)
Polygonaceae,Coccoloba swartzii,0.7,Central America (tropical)
Polygonaceae,Coccoloba uvifera,0.7,Central America (tropical)
Bixaceae,Cochlospermum gossypium,0.27,India
Bixaceae,Cochlospermum orinocense,0.224,South America (tropical)
Bixaceae,Cochlospermum religiosum,0.234,South+AC0-East Asia (tropical)
Bixaceae,Cochlospermum vitifolium,0.165,Central America (tropical)
Bixaceae,Cochlospermum vitifolium,0.27,Mexico
Bixaceae,Cochlospermum vitifolium,0.22,South America (tropical)
Gyrostemonaceae,Codonocarpus attenuatus,0.331,Australia/PNG (tropical)
Gyrostemonaceae,Codonocarpus attenuatus,0.307,Australia/PNG (tropical)
Gyrostemonaceae,Codonocarpus attenuatus,0.331,Australia/PNG (tropical)
Gyrostemonaceae,Codonocarpus cotinifolius,0.375,Australia
Myristicaceae,Coelocaryon klainei,0.534,Africa (tropical)
Myristicaceae,Coelocaryon oxycarpum,0.45,Africa (tropical)
